name;typeSkill;group;speciality;level;timeCasting;timeReloading;image;description;caractsUse;caractsTarget;effect;effect0;effect1;effect2;effect3
Provocation;SORT_DIVERS;Gardien;;1;0;0;;Provoque les ennemis tout autour de vous. Narguez-les pour qu'ils vous attaquent.;POU;POU;;;;;
Champ de force;SORT_DIVERS;Gardien;;1;0;0;;Le Champ de force permet de créer une couche protectrice sur la cible. Un lien visible se crée entre le lanceur et la cible.;POU;;;;;;
Coup handicapant;COMP_SPE;;Chevalier;1;0;0;;Estropie la cible et tous les autres personnages proches à l'aide d'un grand balayage.;VIG;VIG, HAB;;;;;
Tourbillon;COMP_SPE;;Chevalier;1;0;0;;Effectuez une attaque tourbillonnante, qui inflige des dégâts physiques aux ennemis autour de vous.;VIG;VIG, HAB;;;;;
La totale;SORT_DIVERS;;Chevalier;1;0;0;;Exécute une terrible attaque infligeant des dégâts physiques.;POU;;;;;;
Berserker;SORT_DIVERS;;Chevalier;1;0;0;;Le Berserker permet de booster temporairement la Vigueur et la compétence Combat. La Vigueur peut surpasser les limites du corps, soit 5... mais perdra alors 1 PV à la fin du Berserker. Si la Vigueur atteint ou surpasse 5, alors qu'avant il était plus bas... le lanceur gagne automatiquement 1 PV max en plus durant le Berserker. (Ce PV pris est temporaire, dû à la résistance physique d'une Vigueur à 5, et ne compte pas comme contrecoup).;POU;;;;;;
Ange gardien;SORT_DEF;;Paladin;1;0;0;;Les dégâts subis par vos alliés à portée de corps à corps sont redirigés vers vous.;POU;;;;;;
Cri de ralliement;SORT_DIVERS;;Paladin;1;0;0;;La cible récupère de la vitalité et de l'armure magique en fonction du nombre d'alliés et de totems à proximité.;POU;;;;;;
Evocation d'incarnation;SORT_DIVERS;Invocateur;;1;0;0;;Appelle un élémentaire personnel correspondant à la surface de sol sur laquelle il est invoqué. Votre incarnation peut être renforcée à l'aide d'insufflations.;POU;;;;;;
Insufflation de double vue;SORT_DIVERS;Invocateur;;1;0;0;;Débloque les attaques à distance pour votre incarnation.;POU;;;;;;
Insufflation d'ombre;SORT_DIVERS;Invocateur;;1;0;0;;Votre incarnation apprend à devenir invisible et à frapper vos adversaires à l'aide d'une attaque corrosive.;POU;;;;;;
Insufflation de distorsion;SORT_DIVERS;Invocateur;;1;0;0;;L'incarnation apprend une compétence de téléportation, ainsi qu'une compétence qui lui permet de changer de place avec son maître.;POU;;;;;;
Surcharge;SORT_DIVERS;Invocateur;;1;0;0;;La créature invoquée ou le totem inflige 100% de dégâts de base supplémentaires pendant son prochain tour, puis meurt.;POU;;;;;;
Insufflation élémentaire;SORT_DIVERS;;Pelerin;1;0;0;;Transforme l'élément de l'incarnation.;POU;;;;;;
Piqué du phénix;COMP_SPE;Moine;;1;0;0;;Vous bondissez dans les airs vers la position de la cible, en créant une surface de feu à l'atterrissage.;HAB;;;;;;
Rafale;SORT_DIVERS;Moine;;1;0;0;;Permet d'exécuter trois attaques rapides, infligeant chacune des dégâts physiques.;POU;;;;;;
Invoc Buissons;SORT_DIVERS;;Createur;1;0;0;;Permet de faire pousser des buissons à partir de rien.;POU;;;;;;
Invoc Arbres;SORT_DIVERS;;Createur;1;0;0;;Permet de faire pousser des arbres à partir de rien.;POU;;;;;;
Soin des plantes;SORT_DIVERS;;Createur;1;0;0;;Permet de soigner ou d'améliorer toute sorte de plante;POU;;;;;;
Supernova;SORT_OFF;;Elementaliste;1;0;0;;Explose en créant des surfaces de feu et en infligeant des dégâts de feu dans une large zone tout autour de vous.;POU;VIG;;;;;
Fouet de feu;SORT_OFF;;Elementaliste;1;0;0;;Attaque à longue portée causant des dégâts de feu à une cible unique, tout en lui infligeant Cécité et Brûlure.;POU;VIG;;;;;
Boule de feu;SORT_OFF;;Elementaliste;1;0;0;;Lance une sphère enflammée qui explose et inflige des dégâts de feu.;POU;VIG;;;;;
Pluie;SORT_DIVERS;;Elementaliste;1;0;0;;Crée une surface d'eau qui s'étend et éteint les flammes. Inflige l'état Humidité aux personnages présents dans la zone.;POU;;;;;;
Armure de givre;SORT_DEF;;Elementaliste;1;0;0;;La glace forme une barrière autour de la cible, ce qui lui confère un bonus défensif. Fait disparaître Brûlure, Empoisonnement, Etourdissement, Gel, Suffocation et Pétrification.;POU;;;;;;
Refroidissement climatique;SORT_OFF;;Elementaliste;1;0;0;;Inflige Coup de froid aux ennemis autour de vous, qui subissent des dégâts d'eau. Gèle toutes les surfaces vulnérables.;POU;VIG;;;;;
Stase cryogénique;SORT_DEF;;Elementaliste;1;0;0;;La cible alliée se retrouve cryogénisée, ce qui la rend incapable d'agir mais l'immunise contre tous les dégâts et la soigne sur la durée.;POU;;;;;;
Blizzard;SORT_OFF;;Elementaliste;1;0;0;;20 éclats de glace tombent du ciel. Chacun d'entre eux inflige des dégâts d'eau aux personnages qui se trouvent dans un rayon de 15m autour de la zone d'impact.;POU;VIG, HAB;;;;;
Décharge électrique;SORT_OFF;;Elementaliste;1;0;0;;Projette une décharge électrique infligeant des dégâts d'air à la cible. Inflige Etat de choc. ;POU;VIG;;;;;
Toucher électrique;SORT_OFF;;Elementaliste;1;0;0;;Inflige Etat de choc à une cible se trouvant à portée de main et lui cause des dégâts d'air.;POU;VIG;;;;;
Eclair hébétant;SORT_OFF;;Elementaliste;1;0;0;;La foudre tombe du ciel, causant des dégâts d'air à tous les personnages pris dans la zone d'effet et leur infligeant Etat de choc.;POU;VIG;;;;;
Tornade;SORT_DIVERS;;Elementaliste;1;0;0;;Une tornade traverse aléatoirement le champ de bataille, supprimant les surfaces et révélant les personnages invisibles. Fait également disparaître Invisibilité, Brûlure et Lenteur.;POU;;;;;;
Superconducteur;SORT_OFF;;Elementaliste;1;0;0;;Lance de longues étincelles sur tous les ennemis présents dans la zone d'effet, ce qui leur cause des dégâts d'air et leur inflige Etat de choc.;POU;VIG;;;;;
Electrocution en chaîne;SORT_OFF;;Elementaliste;1;0;0;;Tire un éclair étourdissant qui se divise à l'impact un maximum de 8 fois dans un rayon de 8m et inflige des dégâts d'air à chaque cible.;POU;VIG;;;;;
Orage;SORT_OFF;;Elementaliste;1;0;0;;Une tempête fait rage dans la zone d'effet, et elle projette des éclairs sur les ennemis, chacun d'entre eux infligeant des dégâts d'air.;POU;VIG, HAB;;;;;
Empalement;SORT_OFF;;Elementaliste;1;0;0;;Des pieux empalent tous les personnages et objets, leur infligeant Handicap et des dégâts de terre;POU;VIG;;;;;
Tremblement de terre;SORT_OFF;;Elementaliste;1;0;0;;Inflige des dégâts de terre et Renversement aux personnages ennemis et aux objets autour de vous. ;POU;VIG;;;;;
Eruption pyroclastique;SORT_OFF;;Elementaliste;1;0;0;;Plusieurs rochers pleins de pétrole explosent en direction de tous les ennemis dans la zone d'effet;POU;VIG, HAB;;;;;
Tranquillité d'esprit;SORT_DEF;Pretre;;1;0;0;;Supprime Cécité, Terreur, Charme, Provocation, Sommeil, Enragement et Folie.;POU;;;;;;
Rayonnement aveuglant;SORT_DIVERS;;ClercArmure;1;0;0;;Vous recevez un état qui inflige Cécité à tous vos adversaires.;POU;POU;;;;;
Trompe-la-mort;SORT_DIVERS;;PretreArlenor;1;0;0;;Pendant 2 tours, la vitalité de la cible ne peut pas descendre en-dessous de 1, ce qui le maintient en vie quoi qu'il arrive.;POU;;;;;;
Distorsion temporelle;SORT_DIVERS;;PretreArlenor;1;0;0;;Cible un personnage. Lorsque ce dernier arrive à la fin de son tour au combat, il gagne automatiquement un tour gratuit.;POU;;;;;;
Annihilation;SORT_DIVERS;;PretreArlenor;1;0;0;;Sort qui détruit totalement le corps d'un personnage, interdisant ainsi de le ressusciter.;POU;;;;;;
Putréfaction;SORT_OFF;;Exorciste;1;0;0;;Inflige des dégâts physiques à la cible, ainsi que Putréfaction, avec pour conséquence que les sorts et les potions de soins lui causent des dégâts physiques.;POU;POU;;;;;
Réveil de cadavre boursouflé;SORT_DIVERS;;Exorciste;1;0;0;;Ciblez un corps pour créer un cadavre boursouflé qui se bat pour vous. Il peut également exploser, auquel cas il inflige des dégâts physiques.;POU;;;;;;
Infection;SORT_OFF;;Exorciste;1;0;0;;Inflige des dégâts physiques à la cible, tout en lui inoculant une maladie qui se transmet aux autres personnages proches.;POU;VIG;;;;;
Rite funéraire;SORT_DIVERS;;Exorciste;1;0;0;;Vous vous sacrifiez pour ramener un allié à la vie, ce qui vous inflige des dégâts perforants mais ressuscite la cible à son maximum de vitalité;POU;;;;;;
Totems du nécromancien;SORT_DIVERS;;Exorciste;1;0;0;;Fait apparaître des totems d'os à côté de tous les ennemis situés dans la zone d'effet. Les totems d'os se battent à l'aide d'attaques à distance infligeant des dégâts physiques.;POU;;;;;;
Chaînes de douleur;SORT_DIVERS;;Banshee;1;0;0;;Marque une cible de façon à ce qu'elle subisse tous les dégâts qui vous sont infligés. Les dégâts transférés de la sorte ignorent toutes les résistances dont la cible pourrait bénéficier.;POU;POU;;;;;
